timestamp,temperature,humidity,soil_raw,soil_moisture
2026-03-03 20:43:57,19.4,95.3,1699,92
2026-03-03 20:59:02,19.4,95.5,1702,92
2026-03-03 21:14:08,19.4,95.2,1708,91
2026-03-03 21:29:13,18.4,98.8,2990,42
2026-03-03 21:44:22,18.0,99.9,2347,67
2026-03-03 21:59:24,18.1,99.9,2275,70
2026-03-03 22:14:30,18.2,99.9,2424,64
2026-03-03 22:29:35,18.4,99.9,2131,75
2026-03-03 22:44:39,18.5,99.9,2017,80
2026-03-03 22:59:44,18.5,99.9,2241,71
2026-03-03 23:14:49,18.4,99.9,2287,69
2026-03-03 23:29:53,18.3,99.9,2303,69
2026-03-03 23:44:58,18.3,99.9,2289,69
2026-03-04 00:00:10,18.3,99.9,2326,68
2026-03-04 00:15:15,18.3,99.9,2506,61
2026-03-04 00:30:20,18.5,99.9,2736,52
2026-03-04 00:45:26,18.6,99.9,2919,45
2026-03-04 01:00:31,18.7,99.9,3055,40
2026-03-04 01:15:34,18.6,99.9,3329,29
2026-03-04 01:30:39,18.6,99.9,3509,22
2026-03-04 01:45:44,18.5,99.9,3328,29
2026-03-04 02:00:49,18.5,99.9,2769,51
2026-03-04 02:15:56,18.4,99.9,1633,94
2026-03-04 02:31:00,18.4,99.9,1328,100
2026-03-04 02:46:04,18.4,99.9,1329,100
2026-03-04 03:01:09,18.4,99.9,1333,100
2026-03-04 03:16:14,18.4,99.9,1339,100
2026-03-04 03:31:19,18.4,99.9,1296,100
2026-03-04 03:46:24,18.3,99.9,1344,100
2026-03-04 04:01:29,18.2,99.9,1344,100
2026-03-04 04:12:21,18.2,99.9,1349,100
2026-03-04 04:27:26,18.1,99.9,1346,100
2026-03-04 04:42:31,18.1,99.9,1353,100
2026-03-04 04:57:36,18.1,99.9,1355,100
2026-03-04 05:12:41,18.0,99.9,1368,100
2026-03-04 05:27:46,18.0,99.9,1358,100
2026-03-04 05:42:49,17.9,99.9,1360,100
2026-03-04 05:57:54,17.9,99.9,1360,100
2026-03-04 06:13:01,18.0,99.9,1365,100
2026-03-04 06:28:06,18.0,99.9,1369,100
2026-03-04 06:43:13,18.0,99.9,1335,100
2026-03-04 06:58:19,18.0,99.3,1371,100
2026-03-04 07:13:24,18.0,98.9,1373,100
2026-03-04 07:28:35,17.9,98.8,1375,100
2026-03-04 07:43:40,17.9,98.6,1383,100
2026-03-04 07:58:48,17.8,98.5,1382,100
2026-03-04 08:13:52,17.8,98.0,1360,100
2026-03-04 08:28:57,17.7,97.9,1389,100
2026-03-04 08:44:01,17.6,97.7,1390,100
2026-03-04 08:59:06,17.6,97.8,1393,100
2026-03-04 09:14:12,17.6,98.0,1392,100
2026-03-04 09:29:18,17.6,98.1,1392,100
2026-03-04 09:44:24,17.6,98.9,1403,100
2026-03-04 09:59:29,17.6,98.2,1403,100
2026-03-04 10:14:36,17.5,98.0,1383,100
2026-03-04 10:29:42,17.5,97.7,1405,100
2026-03-04 10:44:48,17.4,97.4,1409,100
2026-03-04 10:59:54,17.3,98.0,1409,100
2026-03-04 11:14:58,17.3,98.1,1413,100
2026-03-04 11:30:03,17.3,98.6,1411,100
2026-03-04 11:45:09,17.3,98.3,1414,100
2026-03-04 12:00:15,17.2,98.1,1415,100
2026-03-04 12:15:22,17.2,97.9,1417,100
2026-03-04 12:30:28,17.2,98.4,1407,100
2026-03-04 12:45:31,17.2,98.3,1424,100
2026-03-04 13:00:38,17.3,98.5,1424,100
2026-03-04 13:15:42,17.3,98.4,1424,100
2026-03-04 13:30:47,17.5,97.9,1425,100
2026-03-04 13:45:55,17.8,96.8,1433,100
2026-03-04 13:51:41,21.1,82.4,1463,100
2026-03-04 13:51:54,21.3,81.1,1457,100
2026-03-04 14:06:56,25.0,65.2,1492,100
2026-03-04 14:22:03,25.2,66.8,1424,100
2026-03-04 14:37:09,23.3,68.9,1374,100
2026-03-04 14:52:14,21.8,62.7,1422,100
2026-03-04 14:55:47,21.6,62.2,1433,100
2026-03-04 15:10:54,20.9,75.4,1424,100
2026-03-04 15:26:00,20.6,81.1,1433,100
2026-03-04 15:41:05,20.0,80.8,1445,100
2026-03-04 15:56:11,19.7,81.8,1445,100
2026-03-04 16:11:14,20.0,80.6,1463,100
2026-03-04 16:26:20,20.2,80.8,1459,100
2026-03-04 16:41:26,20.4,79.9,1461,100
2026-03-04 16:56:29,20.0,81.2,1467,100
2026-03-04 17:11:35,20.0,81.9,1475,100
2026-03-04 17:26:41,20.0,82.6,1468,100
2026-03-04 17:41:48,20.1,82.6,1469,100
2026-03-04 17:56:53,20.2,81.1,1499,100
2026-03-04 18:12:09,20.4,81.4,1475,100
2026-03-04 18:27:07,20.5,81.2,1482,100
2026-03-04 18:42:17,20.5,80.7,1483,100
2026-03-04 18:57:23,20.6,80.6,1486,100
2026-03-04 19:12:29,20.6,80.8,1488,100
2026-03-04 19:27:36,20.4,81.0,1487,100
2026-03-04 19:42:45,20.2,81.8,1487,100
2026-03-04 19:57:52,20.1,81.9,1490,100
2026-03-04 20:12:57,20.0,81.8,1451,100
2026-03-04 20:28:03,19.9,81.4,1484,100
2026-03-04 20:43:08,19.7,81.1,1482,100
2026-03-04 20:58:15,19.7,82.4,1489,100
2026-03-04 21:13:21,19.7,84.5,1489,100
2026-03-04 21:28:27,19.7,85.1,1411,100
2026-03-04 21:43:31,19.6,83.2,1490,100
2026-03-04 21:58:41,19.6,81.9,1520,99
2026-03-04 22:13:45,19.5,82.0,1530,98
2026-03-04 22:28:50,19.6,81.8,1482,100
2026-03-04 22:43:54,19.5,82.1,1489,100
2026-03-04 22:59:01,19.5,82.5,1485,100
2026-03-04 23:14:06,19.5,81.5,1488,100
2026-03-04 23:29:11,19.4,82.3,1485,100
2026-03-04 23:44:17,19.4,83.6,1488,100
2026-03-04 23:59:22,19.2,82.2,1483,100
2026-03-05 00:14:25,19.2,81.8,1485,100
2026-03-05 00:29:31,19.3,81.4,1479,100
2026-03-05 00:44:35,19.3,81.6,1479,100
2026-03-05 00:59:41,19.3,82.1,1478,100
2026-03-05 01:14:48,19.3,84.3,1483,100
2026-03-05 01:29:53,19.3,84.9,1382,100
2026-03-05 01:44:58,19.2,86.0,1475,100
2026-03-05 02:00:03,19.2,86.5,1480,100
2026-03-05 02:15:10,19.1,86.2,1488,100
2026-03-05 02:30:14,19.1,87.0,1488,100
2026-03-05 02:45:19,19.0,87.3,1487,100
2026-03-05 03:00:22,19.0,87.1,1490,100
2026-03-05 03:15:26,18.9,86.5,1488,100
2026-03-05 03:30:30,18.8,87.0,1488,100
2026-03-05 03:45:35,18.8,85.3,1490,100
2026-03-05 04:00:40,18.8,83.7,1489,100
2026-03-05 04:15:52,18.8,85.1,1491,100
2026-03-05 04:30:58,18.8,85.6,1525,99
2026-03-05 04:46:04,18.8,87.0,1490,100
2026-03-05 05:01:15,18.7,87.2,1493,100
2026-03-05 05:16:20,18.7,88.3,1424,100
2026-03-05 05:31:27,18.6,88.6,1535,98
2026-03-05 05:46:30,18.5,88.3,1488,100
2026-03-05 06:01:36,18.5,88.4,1497,100
2026-03-05 06:16:41,18.4,88.5,1488,100
2026-03-05 06:31:47,18.4,88.7,1498,100
2026-03-05 06:46:50,18.3,88.4,1493,100
2026-03-05 07:01:54,18.2,85.3,1498,100
2026-03-05 07:16:58,18.3,84.6,1497,100
2026-03-05 07:32:03,18.2,85.2,1488,100
2026-03-05 07:47:08,18.3,88.0,1359,100
2026-03-05 08:02:12,18.3,87.8,1507,99
2026-03-05 08:17:18,18.2,89.2,1613,95
2026-03-05 08:32:23,18.1,88.9,1498,100
2026-03-05 08:47:28,18.0,87.9,1488,100
2026-03-05 09:02:31,17.9,88.0,1493,100
2026-03-05 09:17:35,17.9,89.3,1494,100
2026-03-05 09:32:43,17.9,88.4,1495,100
2026-03-05 09:47:46,17.8,89.8,1495,100
2026-03-05 10:02:51,17.7,89.7,1492,100
2026-03-05 10:17:56,17.7,88.5,1520,99
2026-03-05 10:33:01,17.7,87.8,1497,100
2026-03-05 10:48:07,17.7,88.4,1501,99
2026-03-05 11:03:11,17.7,88.2,1501,99
2026-03-05 11:18:15,17.7,89.1,1502,99
2026-03-05 11:33:20,17.7,88.4,1513,99
2026-03-05 11:48:25,17.6,88.9,1502,99
2026-03-05 12:03:31,17.6,88.8,1503,99
2026-03-05 12:18:35,17.5,89.0,1504,99
2026-03-05 12:33:39,17.4,89.2,1499,100
2026-03-05 12:48:46,17.5,86.9,1499,100
2026-03-05 13:03:51,17.5,89.7,1511,99
2026-03-05 13:34:07,17.6,88.5,1503,99
2026-03-05 13:49:10,17.8,87.7,1510,99
2026-03-05 14:04:14,18.1,85.7,1509,99
2026-03-05 14:19:21,18.3,84.9,1511,99
2026-03-05 14:34:26,18.5,83.9,1460,100
2026-03-05 14:49:31,18.8,82.4,1523,99
2026-03-05 15:04:38,18.9,81.3,1517,99
2026-03-05 15:19:43,18.7,83.0,1517,99
2026-03-05 15:34:46,18.7,85.1,1511,99
2026-03-05 15:49:52,18.8,84.9,1517,99
2026-03-05 16:04:56,18.8,84.4,1515,99
2026-03-05 16:20:08,19.2,81.9,1623,95
2026-03-05 16:35:13,19.5,81.4,1517,99
2026-03-05 16:50:16,19.6,79.7,1522,99
2026-03-05 17:05:21,19.7,80.5,1520,99
2026-03-05 17:20:27,19.8,80.1,1525,99
2026-03-05 17:35:32,20.0,79.8,1520,99
2026-03-05 17:50:38,20.2,79.1,1767,89
2026-03-05 18:05:41,20.4,77.8,1523,99
2026-03-05 18:20:47,20.9,75.0,1523,99
2026-03-05 18:35:53,21.0,75.1,1533,98
2026-03-05 18:50:59,20.8,76.3,1520,99
2026-03-05 19:06:09,20.8,75.5,1525,99
2026-03-05 19:36:26,20.5,76.0,1527,98
2026-03-05 19:51:31,20.4,76.4,1535,98
2026-03-05 20:06:38,20.3,76.9,1520,99
2026-03-05 20:21:42,20.3,77.5,1527,98
2026-03-05 20:36:45,20.3,77.0,1523,99
2026-03-05 20:51:51,20.2,77.0,1526,98
2026-03-05 21:06:56,20.1,77.0,1523,99
2026-03-05 21:22:04,19.9,77.7,1517,99
2026-03-05 21:37:09,19.9,77.5,1520,99
2026-03-05 21:52:16,20.0,76.5,1526,98
2026-03-05 22:07:19,19.9,75.3,1532,98
2026-03-05 22:22:26,19.8,79.1,1529,98
2026-03-05 22:37:31,19.8,79.2,1525,99
2026-03-05 22:52:39,19.8,79.7,1534,98
2026-03-05 23:07:44,19.8,78.2,1534,98
2026-03-05 23:22:49,19.8,78.6,1533,98
2026-03-05 23:37:54,19.7,78.6,1531,98
2026-03-05 23:52:59,19.6,80.0,1533,98
2026-03-06 00:08:08,19.5,79.2,1535,98
2026-03-06 00:23:13,19.5,79.4,1531,98
2026-03-06 00:38:20,19.5,84.0,1530,98
2026-03-06 01:08:33,19.4,76.0,1529,98
2026-03-06 01:23:37,19.3,78.5,1526,98
2026-03-06 01:38:40,19.3,81.7,1531,98
2026-03-06 01:53:43,19.3,81.1,1529,98
2026-03-06 02:08:48,19.3,81.3,1535,98
2026-03-06 02:23:55,19.3,81.5,1535,98
2026-03-06 02:39:00,19.3,82.3,1535,98
2026-03-06 02:54:03,19.2,82.6,1531,98
2026-03-06 03:09:07,19.1,82.7,1535,98
2026-03-06 03:24:12,19.1,83.8,1535,98
2026-03-06 03:39:21,19.0,83.9,1535,98
2026-03-06 03:54:25,19.0,84.2,1535,98
2026-03-06 04:09:29,18.9,84.4,1535,98
2026-03-06 04:24:34,18.9,83.7,1535,98
2026-03-06 04:39:40,18.9,84.0,1535,98
2026-03-06 04:54:43,18.8,82.9,1535,98
2026-03-06 05:25:01,18.9,83.3,1535,98
2026-03-06 05:40:10,18.9,82.7,1535,98
2026-03-06 05:55:16,18.8,83.7,1535,98
2026-03-06 06:10:21,18.8,83.7,1535,98
2026-03-06 06:25:28,18.7,84.0,1535,98
2026-03-06 06:40:32,18.7,84.7,1535,98
2026-03-06 06:55:37,18.7,83.5,1535,98
2026-03-06 07:10:42,18.6,84.9,1535,98
2026-03-06 07:25:47,18.6,84.9,1535,98
2026-03-06 07:40:53,18.5,84.1,1535,98
2026-03-06 07:55:58,18.5,84.0,1535,98
2026-03-06 08:11:01,18.5,82.8,1535,98
2026-03-06 08:26:06,18.5,83.9,1535,98
2026-03-06 08:41:15,18.6,84.7,1566,97
2026-03-06 08:56:18,18.6,84.6,1535,98
2026-03-06 09:11:23,18.5,85.8,1555,97
2026-03-06 09:26:28,18.4,86.9,1535,98
2026-03-06 09:41:31,18.3,87.0,1535,98
2026-03-06 09:56:36,18.3,87.2,1535,98
2026-03-06 10:11:41,18.2,87.2,1535,98
2026-03-06 10:26:44,18.1,87.1,1535,98
2026-03-06 10:41:49,18.0,87.0,1535,98
2026-03-06 10:56:54,18.0,86.8,1557,97
2026-03-06 11:11:58,17.9,86.8,1554,97
2026-03-06 11:27:04,17.9,86.8,1558,97
2026-03-06 11:42:09,17.9,86.3,1558,97
2026-03-06 11:57:14,17.9,86.3,1631,94
2026-03-06 12:12:21,17.9,85.5,1558,97
2026-03-06 12:27:25,17.9,85.7,1564,97
2026-03-06 12:42:30,17.9,85.9,1556,97
2026-03-06 12:57:35,17.9,86.2,1562,97
2026-03-06 13:12:41,17.8,86.0,1557,97
2026-03-06 13:27:46,17.9,82.7,1567,97
2026-03-06 13:42:50,18.2,82.0,1564,97
2026-03-06 13:57:56,18.3,80.7,1569,97
2026-03-06 14:12:59,18.5,80.8,1572,97
2026-03-06 14:28:04,18.6,80.4,1571,97
2026-03-06 14:43:09,18.7,79.6,1581,96
2026-03-06 14:58:15,18.9,78.9,1574,97
2026-03-06 15:13:18,19.0,79.3,1584,96
2026-03-06 15:28:24,19.1,79.7,1580,96
2026-03-06 15:58:34,19.3,80.1,1581,96
2026-03-06 16:13:40,19.3,80.2,1580,96
2026-03-06 16:28:43,19.6,80.7,1579,96
2026-03-06 16:43:51,19.8,80.4,1582,96
2026-03-06 17:29:22,19.9,78.6,1567,97
2026-03-06 17:44:27,20.0,80.6,1565,97
2026-03-06 17:59:33,20.0,79.3,1565,97
2026-03-06 18:14:39,20.0,79.4,1575,97
2026-03-06 18:29:46,20.1,79.5,1566,97
2026-03-06 18:44:51,20.2,79.8,1571,97
2026-03-06 18:59:56,20.3,79.3,1574,97
2026-03-06 19:15:01,20.2,78.7,1572,97
2026-03-06 19:30:05,20.1,80.3,1569,97
2026-03-06 19:45:08,20.0,81.2,1571,97
2026-03-06 20:00:14,19.9,81.7,1574,97
2026-03-06 20:15:19,19.8,81.8,1569,97
2026-03-06 20:30:24,19.8,81.6,1575,97
2026-03-06 20:45:29,19.8,81.8,1577,97
2026-03-06 21:00:34,19.8,80.7,1578,96
2026-03-06 21:30:48,20.0,81.1,1584,96
2026-03-06 21:46:00,20.1,80.0,1584,96
2026-03-06 22:01:02,20.0,80.6,1440,100
2026-03-06 22:16:09,20.0,81.0,1584,96
2026-03-06 22:31:19,19.9,80.8,1581,96
2026-03-06 23:01:39,19.8,81.5,1582,96
2026-03-06 23:16:45,19.7,81.4,1584,96
2026-03-07 00:02:11,19.7,81.0,1584,96
2026-03-07 00:32:31,19.7,81.4,1556,97
2026-03-07 01:02:48,19.7,82.7,1533,98
2026-03-07 01:17:54,19.6,80.9,1582,96
2026-03-07 01:48:13,19.6,81.9,1585,96
2026-03-07 02:03:19,19.5,80.9,1589,96
2026-03-07 02:18:28,19.5,80.0,1586,96
2026-03-07 02:33:30,19.4,79.4,1577,97
2026-03-07 03:03:48,19.4,81.0,1584,96
2026-03-07 03:18:50,19.4,80.9,1584,96
2026-03-07 03:33:53,19.5,80.1,1588,96
2026-03-07 03:48:59,19.4,81.0,1585,96
2026-03-07 04:04:04,19.3,80.3,1585,96
2026-03-07 04:19:09,19.2,81.0,1649,94
2026-03-07 04:34:13,19.2,80.6,1591,96
2026-03-07 04:49:17,19.2,80.1,1590,96
2026-03-07 05:04:21,19.1,81.0,1591,96
2026-03-07 05:19:26,19.1,81.2,1590,96
2026-03-07 05:34:31,19.0,81.3,1595,96
2026-03-07 05:49:35,19.0,80.8,1523,99
2026-03-07 06:04:38,19.0,82.0,1595,96
2026-03-07 06:19:43,18.9,80.4,1600,96
2026-03-07 06:50:01,18.9,81.1,1595,96
2026-03-07 07:05:06,18.9,81.5,1599,96
2026-03-07 07:20:11,18.9,81.4,1599,96
2026-03-07 07:35:16,18.8,81.3,1599,96
2026-03-07 07:50:21,18.8,82.5,1501,99
2026-03-07 08:05:26,18.7,82.2,1651,94
2026-03-07 08:20:31,18.6,81.3,1600,96
2026-03-07 08:35:36,18.6,81.8,1600,96
